prob,pnl,target,symbol,signal_date,month,seed,config
0.0278300978243351,-13.5156,0,WINDLAS,2025-08-13,2025-08,99,incumbent config: all data
0.011709353886544704,9.8345,0,JSLL,2025-08-14,2025-08,99,incumbent config: all data
0.029230652377009392,8.6756,0,GOKULAGRO,2025-08-20,2025-08,99,incumbent config: all data
0.1395731419324875,3.1325,0,NEPHROCARE,2025-08-21,2025-08,99,incumbent config: all data
0.07851939648389816,-11.9328,0,KPGEL,2025-08-21,2025-08,99,incumbent config: all data
0.049870435148477554,-6.9368,0,BALUFORGE,2025-09-02,2025-09,99,incumbent config: all data
0.010186634957790375,-16.4704,0,ASIANENE,2025-09-03,2025-09,99,incumbent config: all data
0.006639030296355486,-10.0248,0,DOMS,2025-09-04,2025-09,99,incumbent config: all data
0.034455493092536926,9.4127,0,RPTECH,2025-09-04,2025-09,99,incumbent config: all data
0.016015127301216125,56.2637,1,RPEL,2025-09-05,2025-09,99,incumbent config: all data
0.017071740701794624,-11.1474,0,ACGL,2025-09-05,2025-09,99,incumbent config: all data
0.006097001489251852,-13.3211,0,NDRAUTO,2025-09-05,2025-09,99,incumbent config: all data
0.027678893879055977,-13.828,0,GPTINFRA,2025-09-10,2025-09,99,incumbent config: all data
